permyear,apn,address,projname,hcategory,tenure,vlowdr,lowdr,amodtot,totalunit,geometry,vlowtot,lowtot,hsngsite
2019,14-754-030-,"2219  Mora Pl, Mountain View, CA",,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-122.100936 37.402448),,,
2019,16-061-026-,"3802  Pyramid Wy, Mountain View, CA",,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-122.055928 37.392321),,,
2019,16-016-044-,"193  Athena Ct, Mountain View, CA",,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-122.061438 37.400853),,,
2019,16-061-026-,"3808  Pyramid Wy, Mountain View, CA",,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-122.056061 37.392454),,,
2019,16-061-026-,"3708  Pyramid Wy, Mountain View, CA",,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-122.056249 37.392338),,,
2019,16-061-026-,"3718  Pyramid Wy, Mountain View, CA",,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-122.056583 37.392672),,,
2019,16-061-026-,"3706  Pyramid Wy, Mountain View, CA",,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-122.05618 37.392269),,,
2019,16-061-026-,"3700  Pyramid Wy, Mountain View, CA",,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-122.056041 37.392129),,,
2019,16-061-026-,"3702  Pyramid Wy, Mountain View, CA",,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-122.056116 37.392204),,,
2019,148-09-009,"2700 W El Camino Real, Mountain View, CA",,5 or More Units Per Structure,Renter,11,0,200,211,POINT (-122.113469 37.401454),,,
2019,150-26-006,"460 North Shoreline Boulevard, Mountain View, CA",,5 or More Units Per Structure,Renter,50,0,0,50,POINT (-122.080556 37.4008),,,
2019,18-933-032-,"1701 W El Camino Real, Mountain View, CA",,5 or More Units Per Structure,Renter,0,0,0,0,POINT (-122.093893 37.390196),,,
2020,16-115-006-,"779 E Evelyn Av, Mountain View, CA",779 E EVELYN AV,5 or More Units Per Structure,Renter,0,0,0,0,POINT (-122.052897 37.384982),,,
2021,148-09-009,"2700 W El Camino Real, Mountain View, CA",Del Medio,5 or More Units Per Structure,Renter,0,0,0,0,POINT (-122.113469 37.401454),,,
2020,16-060-020-,"200  Infinity Wy, Mountain View, CA",500 Ferguson Drive,5 or More Units Per Structure,Renter,0,0,0,0,POINT (-122.05264 37.391587),,,
2020,197-37-019,"2003 Sunnyview Lane, Mountain View, CA",2003 Sunnyview Lane,Single-Family Detached Unit,Owner,0,0,2,2,POINT (-122.073594 37.373753),,,
2020,193-07-002,"982 Bonita Avenue, Mountain View, CA",982 Bonita Avenue,5 or More Units Per Structure,Owner,0,0,4,4,POINT (-122.081124 37.382391),,,
2020,161-15-004,"555 East Eveelyn Avenue, Mountain View, CA",555 East Eveelyn Avenue,5 or More Units Per Structure,Renter,0,0,471,471,POINT (-122.054642 37.385588),,,
2020,148-16-045,"2650  Fayette Dr, Mountain View, CA",400 San Antonio Rd,5 or More Units Per Structure,Renter,0,0,0,0,POINT (-122.113308 37.404469),,,
2020,148-16-045,"450  San Antonio Rd, Mountain View, CA",400 San Antonio Rd,5 or More Units Per Structure,Renter,0,0,0,0,POINT (-122.112278 37.404358),,,
2020,14-816-045-,"2605  Miller Av, Mountain View, CA",400 San Antonio Rd,5 or More Units Per Structure,Renter,0,0,0,0,POINT (-122.112962 37.405081),,,
2020,16-060-020-,"100  Infinity Wy, Mountain View, CA",500 Ferguson Drive,5 or More Units Per Structure,Renter,0,0,0,0,POINT (-122.05337 37.39266),,,
2020,14-836-039-,"2270 W El Camino Real, Mountain View, CA",2268-2270 W EL CAMINO REAL,5 or More Units Per Structure,Renter,0,0,0,0,POINT (-122.104629 37.39727),,,
2021,154-31-089,"751  Pettis Av, Mountain View, CA",751  PETTIS AV,"2-, 3-, and 4-Plex Units per Structure",Renter,0,0,0,0,POINT (-122.090687 37.389877),,,
2021,15063009,"302  Scarlett Tr, Mountain View, CA",1950 Montecito,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.092242 37.406118),,,
2021,15062003,"325  Sierra Vista Av, Mountain View, CA",315 Sierra Vista,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.090784 37.405703),,,
2021,150-63-002,"1946  Montecito Av, Mountain View, CA",1950 Montecito,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.092354 37.40597),,,
2021,150-63-004,"1950  Montecito Av, Mountain View, CA",1950 Montecito,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.092231 37.406387),,,
2021,150-63-003,"1948  Montecito Av, Mountain View, CA",1950 Montecito,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.09241 37.405991),,,
2021,158-34-023,"251  Calderon Av, Mountain View, CA",257  Calderon Ave,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.072146 37.390421),,,
2021,15341021,"2019  Rock St, Mountain View, CA",2005 Rock St,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.090974 37.411888),,,
2021,150-63-031,"325  Scarlett Tr, Mountain View, CA",1950 Montecito,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.092005 37.406715),,,
2021,15341011,"2014 W Middlefield Rd, Mountain View, CA",2005 Rock St,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.0908 37.41127),,,
2021, 150-53-031,"353 N Rengstorff Av, Mountain View, CA",333 N Rengstorff,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.09431 37.40793),,,
2021,150-53-057,"2030  Thea Cl, Mountain View, CA",333 N Rengstorff,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.093808 37.407527),,,
2021,15341018,"2031  Rock St, Mountain View, CA",2005 Rock St,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.090993 37.411607),,,
2021,158-34-016,"265  Calderon Av, Mountain View, CA",257  Calderon Ave,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.072111 37.390193),,,
2021,15063014,"312  Scarlett Tr, Mountain View, CA",1950 Montecito,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.092331 37.40654),,,
2021,15063015,"314  Scarlett Tr, Mountain View, CA",1950 Montecito,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.092305 37.406582),,,
2021,15062015,"303  Xavier Wy, Mountain View, CA",315 Sierra Vista,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.0902 37.405423),,,
2021,158-34-021,"259  Calderon Av, Mountain View, CA",257  Calderon Ave,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.072013 37.390374),,,
2021,15063028,"322  Scarlett Tr, Mountain View, CA",1950 Montecito,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.092163 37.40678),,,
2021,150-63-030,"327  Scarlett Tr, Mountain View, CA",1950 Montecito,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.092064 37.406737),,,
2021, 150-61-019,"320  Marquetta Cl, Mountain View, CA",2044 Montecito Ave,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.093156 37.406691),,,
2021,158-34-009,"184 W Dana St, Mountain View, CA",257  Calderon Ave,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.072394 37.389739),,,
2021,15063013,"310  Scarlett Tr, Mountain View, CA",1950 Montecito,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.092357 37.406489),,,
2021,15062006,"315  Xavier Wy, Mountain View, CA",315 Sierra Vista,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.090539 37.405626),,,
2021,15063025,"315  Scarlett Tr, Mountain View, CA",1950 Montecito,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.092048 37.406464),,,
2021,15063016,"316  Scarlett Tr, Mountain View, CA",1950 Montecito,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.092276 37.406623),,,
2021,15062012,"309  Xavier Wy, Mountain View, CA",315 Sierra Vista,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.090018 37.405566),,,
2021,150-63-032,"323  Scarlett Tr, Mountain View, CA",1950 Montecito,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.091949 37.406695),,,
2021,160-77-010,"236  Evandale Av, Mountain View, CA",277 Fairchild Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.057976 37.404553),,,
2021, 150-61-007,"351  Marquetta Cl, Mountain View, CA",2044 Montecito Ave,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.093281 37.407183),,,
2021,15062009,"316  Xavier Wy, Mountain View, CA",315 Sierra Vista,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.090353 37.40562),,,
2021,15062004,"319  Xavier Wy, Mountain View, CA",315 Sierra Vista,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.090476 37.405734),,,
2021,153-02-071,"862  Sierra Vista Av, Mountain View, CA",858 Sierra Vista,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-122.089854 37.416661),,,
2021,158-34-018,"271  Calderon Av, Mountain View, CA",257  Calderon Ave,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.07223 37.390136),,,
2021,150-61-046,"2030  Montecito Av, Mountain View, CA",2044 Montecito Ave,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.093632 37.406471),,,
2021,153-02-069,"858  Sierra Vista Av, Mountain View, CA",858 Sierra Vista,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-122.090078 37.41642),,,
2021,150-63-026,"317  Scarlett Tr, Mountain View, CA",1950 Montecito,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.092022 37.406511),,,
2021,15062011,"312  Xavier Wy, Mountain View, CA",315 Sierra Vista,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.090421 37.405505),,,
2021, 150-61-003,"344  Marquetta Cl, Mountain View, CA",2044 Montecito Ave,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.092988 37.407068),,,
2021,15341022,"2015  Rock St, Mountain View, CA",2005 Rock St,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.091047 37.411985),,,
2021,158-34-019,"275  Calderon Av, Mountain View, CA",257  Calderon Ave,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.072186 37.390079),,,
2021,15063017,"318  Scarlett Tr, Mountain View, CA",1950 Montecito,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.092254 37.406669),,,
2021, 150-61-001,"340  Marquetta Cl, Mountain View, CA",2044 Montecito Ave,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.092881 37.407024),,,
2021,150-53-059,"2026  Thea Cl, Mountain View, CA",333 N Rengstorff,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.093746 37.407632),,,
2021,15062005,"317  Xavier Wy, Mountain View, CA",315 Sierra Vista,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.090555 37.405701),,,
2021,15061008,"349  Marquetta Cl, Mountain View, CA",2044 Montecito Ave,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.093338 37.407204),,,
2021,150-61-047,"2034  Montecito Av, Mountain View, CA",2044 Montecito Ave,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.093712 37.406471),,,
2021,15062010,"314  Xavier Wy, Mountain View, CA",315 Sierra Vista,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.09031 37.40554),,,
2021,158-34-015,"261  Calderon Av, Mountain View, CA",257  Calderon Ave,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.072141 37.390281),,,
2021,15302070,"860  Sierra Vista Av, Mountain View, CA",858 Sierra Vista,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-122.090117 37.416671),,,
2021,153-02-068,"856  Sierra Vista Av, Mountain View, CA",858 Sierra Vista,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-122.089814 37.416405),,,
2021,158-34-012,"289  Calderon Av, Mountain View, CA",257  Calderon Ave,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.072428 37.389958),,,
2021,15061052,"2054  Montecito Av, Mountain View, CA",2044 Montecito Ave,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.093982 37.40661),,,
2021,158-34-010,"186 W Dana St, Mountain View, CA",257  Calderon Ave,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.072454 37.389765),,,
2021,150-63-001,"1942  Montecito Av, Mountain View, CA",1950 Montecito,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.091325 37.405554),,,
2021,15062001,"329  Sierra Vista Av, Mountain View, CA",315 Sierra Vista,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.090701 37.405845),,,
2021,15341010,"2012 W Middlefield Rd, Mountain View, CA",2005 Rock St,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.090733 37.411247),,,
2021,158-34-022,"255  Calderon Av, Mountain View, CA",257  Calderon Ave,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.072074 37.390403),,,
2021,15341016,"2024 W Middlefield Rd, Mountain View, CA",2005 Rock St,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.091117 37.41138),,,
2021, 150-61-010,"345  Marquetta Cl, Mountain View, CA",2044 Montecito Ave,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.093442 37.407239),,,
2021,150-61-011,"343  Marquetta Cl, Mountain View, CA",2044 Montecito Ave,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.093487 37.40726),,,
2021,150-61-050,"2046  Montecito Av, Mountain View, CA",2044 Montecito Ave,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.093876 37.406539),,,
2021,15062014,"305  Xavier Wy, Mountain View, CA",315 Sierra Vista,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.090089 37.405453),,,
2021,15063011,"306  Scarlett Tr, Mountain View, CA",1950 Montecito,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.092427 37.406363),,,
2021,150-63-006,"1956  Montecito Av, Mountain View, CA",1950 Montecito,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.092576 37.406058),,,
2021,158-34-017,"269  Calderon Av, Mountain View, CA",257  Calderon Ave,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.07214 37.390152),,,
2021, 150-61-005,"348  Marquetta Cl, Mountain View, CA",2044 Montecito Ave,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.093104 37.407108),,,
2021,158-34-014,"281  Calderon Av, Mountain View, CA",257  Calderon Ave,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.072302 37.389909),,,
2021, 150-61-002,"342  Marquetta Cl, Mountain View, CA",2044 Montecito Ave,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.092942 37.407046),,,
2021,150-53-058,"2028  Thea Cl, Mountain View, CA",333 N Rengstorff,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.09378 37.407584),,,
2021, 150-61-004,"346  Marquetta Cl, Mountain View, CA",2044 Montecito Ave,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.093047 37.407087),,,
2021,15-063-033,"321  Scarlett Tr, Mountain View, CA",1950 Montecito,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.091883 37.406672),,,
2021,150-53-060,"2024  Thea Cl, Mountain View, CA",333 N Rengstorff,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.093715 37.407685),,,
2021,15062008,"318  Xavier Wy, Mountain View, CA",315 Sierra Vista,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.090253 37.405652),,,
2021,15063008,"300  Scarlett Tr, Mountain View, CA",1950 Montecito,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.092504 37.406227),,,
2021,158-34-008,"182 W Dana St, Mountain View, CA",257  Calderon Ave,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.072323 37.389718),,,
2021,158-34-013,"285  Calderon Av, Mountain View, CA",257  Calderon Ave,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.072362 37.389937),,,
2021,150-63-029,"324  Scarlett Tr, Mountain View, CA",1950 Montecito,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.092109 37.406759),,,
2021,15062007,"313  Xavier Wy, Mountain View, CA",315 Sierra Vista,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.090626 37.405583),,,
2021,15063024,"313  Scarlett Tr, Mountain View, CA",1950 Montecito,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.092068 37.406426),,,
2021,150-63-007,"1958  Montecito Av, Mountain View, CA",1950 Montecito,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.092635 37.406079),,,
2021,15063010,"304  Scarlett Tr, Mountain View, CA",1950 Montecito,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.092218 37.406164),,,
2021,15341024,"2007  Rock St, Mountain View, CA",2005 Rock St,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.091095 37.412287),,,
2021,15062013,"307  Xavier Wy, Mountain View, CA",315 Sierra Vista,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.090131 37.405532),,,
2021,158-34-020,"279  Calderon Av, Mountain View, CA",257  Calderon Ave,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.07228 37.39005),,,
2021,15341014,"2020 W Middlefield Rd, Mountain View, CA",2005 Rock St,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.090976 37.411343),,,
2021,15062002,"327  Sierra Vista Av, Mountain View, CA",315 Sierra Vista,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.090737 37.405783),,,
2021, 150-53-032,"351 N Rengstorff Av, Mountain View, CA",333 N Rengstorff,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.094343 37.407876),,,
2021,150-63-027,"320  Scarlett Tr, Mountain View, CA",1950 Montecito,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.092228 37.406806),,,
2021,15341020,"2023  Rock St, Mountain View, CA",2005 Rock St,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.09102 37.411801),,,
2021,15063005,"1952  Montecito Av, Mountain View, CA",1950 Montecito,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.092524 37.406036),,,
2021,158-34-011,"188 W Dana St, Mountain View, CA",257  Calderon Ave,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.072521 37.389791),,,
2021,15063012,"308  Scarlett Tr, Mountain View, CA",1950 Montecito,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.092397 37.406408),,,
2021, 150-61-006,"353  Marquetta Cl, Mountain View, CA",2044 Montecito Ave,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.093228 37.407154),,,
2021, 150-61-012,"341  Marquetta Cl, Mountain View, CA",2044 Montecito Ave,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.093547 37.407283),,,
2020,16-088-042-,"392  Circuit Wy, Mountain View, CA",100-430 Ferguson Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.053515 37.39088),,,
2020,16-077-025-,"264  Ariana Pl, Mountain View, CA",277 Fairchild Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.057885 37.405127),,,
2020,14-833-067-,"110  Hacienda Ln, Mountain View, CA",2296 Mora Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.100843 37.402914),,,
2020,14-833-068-,"101  Hacienda Ln, Mountain View, CA",2296 Mora Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.100518 37.403024),,,
2020,14-833-060-,"115  Ranch Ln, Mountain View, CA",2296 Mora Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.101022 37.403107),,,
2020,16-077-019-,"247  Ariana Pl, Mountain View, CA",277 Fairchild Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.057715 37.404901),,,
2020,14-844-044-,"120  Ranch Ln, Mountain View, CA",2296 Mora Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.101446 37.40309),,,
2020,16-077-034-,"273  Fairchild Dr, Mountain View, CA",277 Fairchild Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.057463 37.405216),,,
2020,16-077-016-,"241  Ariana Pl, Mountain View, CA",277 Fairchild Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.057756 37.404757),,,
2020,16-088-045-,"398  Circuit Wy, Mountain View, CA",100-430 Ferguson Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.053354 37.390982),,,
2020,14-833-062-,"119  Ranch Ln, Mountain View, CA",2296 Mora Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.101071 37.403004),,,
2020,14-844-040-,"112  Ranch Ln, Mountain View, CA",2296 Mora Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.101327 37.403274),,,
2020,14-833-066-,"108  Hacienda Ln, Mountain View, CA",2296 Mora Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.100815 37.40296),,,
2020,16-077-271-,"271  Fairchild Dr, Mountain View, CA",277 Fairchild Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.057534 37.405231),,,
2020,15-060-008-,"302  Cherokee Lp, Mountain View, CA",2025 San Luis Ave,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.093057 37.40809),,,
2020,14-844-042-,"116  Ranch Ln, Mountain View, CA",2296 Mora Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.101388 37.403182),,,
2020,16-077-026-,"262  Ariana Pl, Mountain View, CA",277 Fairchild Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.057942 37.405137),,,
2020,16-077-035-,"231  Ariana Pl, Mountain View, CA",277 Fairchild Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.058116 37.404831),,,
2020,14-844-043-,"118  Ranch Ln, Mountain View, CA",2296 Mora Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.101414 37.403135),,,
2020,16-077-036-,"233  Ariana Pl, Mountain View, CA",277 Fairchild Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.058054 37.404823),,,
2020,16-077-030-,"265  Fairchild Dr, Mountain View, CA",277 Fairchild Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.057737 37.405274),,,
2020,16-077-018-,"245  Ariana Pl, Mountain View, CA",277 Fairchild Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.057724 37.404862),,,
2020,16-077-032-,"269  Fairchild Dr, Mountain View, CA",277 Fairchild Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.057602 37.405244),,,
2020,16-077-017-,"243  Ariana Pl, Mountain View, CA",277 Fairchild Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.057734 37.404814),,,
2020,16-077-028-,"261  Fairchild Dr, Mountain View, CA",277 Fairchild Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.057875 37.405306),,,
2020,16-088-040-,"388  Circuit Wy, Mountain View, CA",100-430 Ferguson Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.053626 37.390816),,,
2020,16-077-020-,"249  Ariana Pl, Mountain View, CA",277 Fairchild Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.057687 37.404945),,,
2020,14-833-064-,"104  Hacienda Ln, Mountain View, CA",2296 Mora Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.100768 37.403065),,,
2020,14-833-070-,"105  Hacienda Ln, Mountain View, CA",2296 Mora Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.100576 37.402932),,,
2020,16-077-029-,"263  Fairchild Dr, Mountain View, CA",277 Fairchild Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.057805 37.405288),,,
2020,14-833-058-,"111  Ranch Ln, Mountain View, CA",2296 Mora Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.100964 37.403199),,,
2020,14-833-065-,"106  Hacienda Ln, Mountain View, CA",2296 Mora Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.100786 37.403007),,,
2020,14-844-041-,"114  Ranch Ln, Mountain View, CA",2296 Mora Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.101356 37.403227),,,
2020,16-088-041-,"390  Circuit Wy, Mountain View, CA",100-430 Ferguson Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.053571 37.39085),,,
2020,16-088-044-,"396  Circuit Wy, Mountain View, CA",100-430 Ferguson Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.053408 37.390947),,,
2020,16-088-043-,"394  Circuit Wy, Mountain View, CA",100-430 Ferguson Dr,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.053462 37.390913),,,
2020,14-833-069-,"103  Hacienda Ln, Mountain View, CA",2296 Mora Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.100548 37.402978),,,
2020,16-077-031-,"267  Fairchild Dr, Mountain View, CA",277 Fairchild Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.057668 37.405263),,,
2020,16-077-022-,"270  Ariana Pl, Mountain View, CA",277 Fairchild Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.057713 37.405089),,,
2020,16-077-027-,"260  Ariana Pl, Mountain View, CA",277 Fairchild Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.058013 37.405153),,,
2020,14-833-072-,"109  Hacienda Ln, Mountain View, CA",2296 Mora Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.100625 37.402828),,,
2020,16-077-021-,"272  Ariana Pl, Mountain View, CA",277 Fairchild Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.057643 37.405074),,,
2020,16-077-023-,"268  Ariana Pl, Mountain View, CA",277 Fairchild Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.057782 37.4051),,,
2020,14-833-059-,"113  Ranch Ln, Mountain View, CA",2296 Mora Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.100993 37.403153),,,
2020,16-077-024-,"266  Ariana Pl, Mountain View, CA",277 Fairchild Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.057841 37.405108),,,
2020,14-833-063-,"102  Hacienda Ln, Mountain View, CA",2296 Mora Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.100739 37.403111),,,
2020,16-004-008-,"605  Apollo Ln, Mountain View, CA",535 Walker Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067921 37.401666),,,
2020,14-833-061-,"117  Ranch Ln, Mountain View, CA",2296 Mora Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.101041 37.403049),,,
2020,14-833-071-,"107  Hacienda Ln, Mountain View, CA",2296 Mora Drive,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.100596 37.402874),,,
2020,16-077-009-,"234  Evandale Av, Mountain View, CA",277 Fairchild Drive,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-122.058116 37.404586),,,
2020,14-833-053-,"2223  Mora Pl, Mountain View, CA",2296 Mora Drive,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-122.101136 37.402527),,,
2020,14-833-047-,"2220  Mora Pl, Mountain View, CA",2296 Mora Drive,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-122.100908 37.402718),,,
2020,14-833-045-,"2224  Mora Pl, Mountain View, CA",2296 Mora Drive,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-122.101083 37.402787),,,
2020,14-833-044-,"2226  Mora Pl, Mountain View, CA",2296 Mora Drive,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-122.10117 37.402821),,,
